"OriginalEnglish","Translation","Locations"
"
"Choose the right view for the task","Výber správneho zobrazenia úlohy","/docs/learningpathways/v4/sk-sk/assets.json;9efd315f-7ae8-43a6-91f3-5f77db2e44a7;Title
"
"Add a background picture to slides","Pridanie obrázka pozadia na snímky","/docs/learningpathways/v4/sk-sk/assets.json;a6875594-f531-4e8b-97ff-cbd05634ab18;Title
"
"Rotate or flip an object","Otočenie alebo prevrátenie objektu","/docs/learningpathways/v4/sk-sk/assets.json;ad817e63-084c-4a80-92c9-d28aef174667;Title
"
"Add slide numbers, page numbers, or the date and time","Pridanie čísel snímok, čísel strán alebo dátumu a času","/docs/learningpathways/v4/sk-sk/assets.json;b200f2d7-2301-47f4-8f80-dad8c15a85af;Title
"
"Save a presentation as a video","Uloženie prezentácie ako videa","/docs/learningpathways/v4/sk-sk/assets.json;ba919059-523d-40a8-b99c-08d18996c09d;Title
"
"Add, format, and record video","Pridanie, formátovanie a nahrávanie videa","/docs/learningpathways/v4/sk-sk/assets.json;bb7fc99c-71ef-48e3-ac1a-3ebafcd9f3ed;Title
"
"Give a presentation in PowerPoint","Prezentácia v PowerPointe","/docs/learningpathways/v4/sk-sk/assets.json;cd828eb0-c18b-42ac-9417-3f62aa501329;Title
"
"Check spelling in your presentation","Kontrola pravopisu v prezentácii","/docs/learningpathways/v4/sk-sk/assets.json;ce655d7b-bc99-4323-be2e-627d3e759528;Title
"
"Add a logo to your slides","Pridanie loga na snímky","/docs/learningpathways/v4/sk-sk/assets.json;d3df465b-7564-4eb5-9f31-e9ac854b2d5d;Title
/docs/learningpathways/v4/sk-sk/assets.json;fcedcc77-e229-4519-9e42-58759da72d33;Title
"
"Apply or change a slide layout","Použitie alebo zmena rozloženia snímky","/docs/learningpathways/v4/sk-sk/assets.json;d98e245b-7cd5-4813-a893-70a3dac60971;Title
"
"Add, change, or remove transitions between slides","Pridanie, zmena alebo odstránenie prechodov medzi snímkami","/docs/learningpathways/v4/sk-sk/assets.json;e89a076e-ed81-404e-9598-021a918fa1ba;Title
"
"Create a SmartArt graphic","Vytvorenie grafického prvku SmartArt","/docs/learningpathways/v4/sk-sk/assets.json;ed299a87-43e2-4a18-a3ba-cc90c2149e33;Title
"
"Add or delete audio in your PowerPoint presentation","Pridanie alebo odstránenie zvuku v powerpointovej prezentácii","/docs/learningpathways/v4/sk-sk/assets.json;eeac1757-5f20-4379-95f2-0d0cd151d5b8;Title
"
"Morph your slides","Morfovanie snímok","/docs/learningpathways/v4/sk-sk/assets.json;efa900e1-3b09-453e-a4c2-ee672c2088f1;Title
"
"Add a hyperlink to a slide","Pridanie hypertextového prepojenia na snímku","/docs/learningpathways/v4/sk-sk/assets.json;f37e08a-43a8-40fe-a1d3-3adf6c592fa9;Title
"
"Save PowerPoint presentations as PDF files","Uloženie powerpointových prezentácií ako súborov PDF","/docs/learningpathways/v4/sk-sk/assets.json;f3d7ab9b-3fb9-4d94-9d60-344d6b4538e9;Title
"
"Share a presentation","Zdieľanie prezentácie","/docs/learningpathways/v4/sk-sk/assets.json;fdcad9ad-4f13-4f5b-9910-12b4108a4c86;Title
"
"Start the presentation and see your notes in Presenter view","Spustenie prezentácie a zobrazenie poznámok v zobrazení prezentujúcom","/docs/learningpathways/v4/sk-sk/assets.json;fe7638e4-76fb-4349-8d81-5eb6679f49d7;Title
"
"Share files and folders","Zdieľanie súborov a priečinkov","/docs/learningpathways/v4/sk-sk/assets.json;03103cb6-6538-4e92-90c0-567634fb60ef;Title
/docs/learningpathways/v4/sk-sk/assets.json;72f26d6c-bf9e-432c-8b96-e3c2437f5b65;Title
"
"Set up your Android phone or tablet","Nastavenie telefónu alebo tabletu s Androidom","/docs/learningpathways/v4/sk-sk/assets.json;03bb3e62-d16f-4658-a632-ed30121560ef;Title
"
"What is OneDrive?","Čo je OneDrive?","/docs/learningpathways/v4/sk-sk/assets.json;10f5c3fd-b0f6-40e2-9059-04735ffe01b7;Title
/docs/learningpathways/v4/sk-sk/assets.json;ea9e13b0-d413-4b4e-894d-177d1aee0e4f;Title
"
"OneDrive basics","Základy OneDrivu","/docs/learningpathways/v4/sk-sk/assets.json;110ca7b0-ae3d-4e51-a14c-9d583e2d630c;Title
"
"Sync files with OneDrive Files on Demand","Synchronizácia súborov so súbormi OneDrivu na požiadanie","/docs/learningpathways/v4/sk-sk/assets.json;1e8032c4-d72b-498c-9d8e-dc69e5adb63c;Title
/docs/learningpathways/v4/sk-sk/assets.json;62e8d748-7877-420f-b600-24b56562aa70;Title
"
"Restore your OneDrive","Obnovenie OneDrivu","/docs/learningpathways/v4/sk-sk/assets.json;254ec123-fca9-48e1-ba2b-5e16bab38a6a;Title
"
"Set up OneDrive on your phone or tablet","Nastavenie OneDrivu v telefóne alebo tablete","/docs/learningpathways/v4/sk-sk/assets.json;39723e1d-126a-42cc-8990-1e3c0633d18b;Title
"
"Sync OneDrive files and folders","Synchronizácia súborov a priečinkov OneDrivu","/docs/learningpathways/v4/sk-sk/assets.json;3b8246e0-cc3c-4ae7-b4e1-4b4b37d27f68;Title
/docs/learningpathways/v4/sk-sk/assets.json;6b95a532-e655-437b-afef-27bf639f3662;Title
"
"Turn on OneDrive Backup","Zapnutie zálohovania OneDrivu","/docs/learningpathways/v4/sk-sk/assets.json;3cd2e0b9-a2bc-4009-ba4a-88fc1052522f;Title
"
"Use the OneDrive mobile app","Používanie mobilnej aplikácie OneDrive","/docs/learningpathways/v4/sk-sk/assets.json;448d4051-3a43-4d2e-b1d8-de0aa03c069e;Title
/docs/learningpathways/v4/sk-sk/assets.json;d26c1b0d-8047-42bf-9104-f6e9a3576e62;Title
"
"OneDrive Basics","Základy OneDrivu","/docs/learningpathways/v4/sk-sk/assets.json;4fe9c70f-7831-4beb-982e-ac9dc75fbfe6;Title
"
"Upload files and folders","Nahrávanie súborov a priečinkov","/docs/learningpathways/v4/sk-sk/assets.json;5bd927ad-d186-495c-93e8-7ca116fe7b83;Title
/docs/learningpathways/v4/sk-sk/assets.json;af839c61-f18f-4ae5-9698-325d3cf14f36;Title
"
"Work on the go","Práca na cestách","/docs/learningpathways/v4/sk-sk/assets.json;8ce30c76-e27b-4e55-9050-082393954213;Title
"
"Stay connected with OneDrive","Zostaňte v spojení s OneDrivom","/docs/learningpathways/v4/sk-sk/assets.json;90658d87-ff07-4a6a-9c16-542417af8654;Title
"
"Set up your iPhone or iPad","Nastavenie iPhonu alebo iPadu","/docs/learningpathways/v4/sk-sk/assets.json;943c1193-0076-4a85-b07f-a359de11690c;Title
"
"Manage Files","Správa súborov","/docs/learningpathways/v4/sk-sk/assets.json;94c8a731-c774-468e-97a1-5f038bdf330d;Title
"
"Create files and folders","Vytváranie súborov a priečinkov","/docs/learningpathways/v4/sk-sk/assets.json;98634873-26f3-48be-9f4a-153235b6633d;Title
/docs/learningpathways/v4/sk-sk/assets.json;e1f59717-2f02-494d-93c6-8ef9613e82ba;Title
"
"What happens when you delete files","Čo sa stane, keď odstránite súbory","/docs/learningpathways/v4/sk-sk/assets.json;99ade958-5c25-444b-9e1e-f222a8976441;Title
"
"Upload files","Vkladať","/docs/learningpathways/v4/sk-sk/assets.json;a1397e56-61ec-4ed2-9dac-727bf8ac3357;Title
"
"Get Started with OneDrive","Začíname s OneDrivom","/docs/learningpathways/v4/sk-sk/assets.json;b30da4eb-ddd2-44b6-943b-e6fbfc6b8dde;Title
"
"Delete and restore deleted files","Odstránenie a obnovenie odstránených súborov","/docs/learningpathways/v4/sk-sk/assets.json;e28db166-76a0-454b-9f71-c26bde579f70;Title
"
"PowerPoint for the web: Insert pictures, shapes, and more","PowerPoint pre web: Vloženie obrázkov, tvarov a ďalších","/docs/learningpathways/v4/sk-sk/assets.json;07175043-fa5f-4eca-bb44-c8f13f585ecd;Title
"
"Office for the web: Create new documents","Office pre web: Vytváranie nových dokumentov","/docs/learningpathways/v4/sk-sk/assets.json;19ec0716-957a-46df-8b94-acb32832f0ef;Title
"
"Excel for the web: Insert a PivotTable","Excel pre web: Vloženie kontingenčnej tabuľky","/docs/learningpathways/v4/sk-sk/assets.json;1b661d1e-c4a6-4613-98b1-b09bb05473c8;Title
"
"PowerPoint for the web: Designing slides","PowerPoint pre web: Navrhovanie snímok","/docs/learningpathways/v4/sk-sk/assets.json;27adea70-a2e4-4c73-8062-8070588fe6aa;Title
"
"Excel for the web: Get insight with ideas","Excel pre web: Získajte prehľad s nápadmi","/docs/learningpathways/v4/sk-sk/assets.json;38a368cf-15b6-4ca0-804c-8d0fdc5f3683;Title
"
"PowerPoint for the web: Get to know PowerPoint for the Web","PowerPoint pre web: Zoznámte sa s PowerPointom pre web","/docs/learningpathways/v4/sk-sk/assets.json;3950c751-2292-47c0-966b-912a2b289b96;Title
"
"PowerPoint for the web: When you're ready to present","PowerPoint pre web: Keď ste pripravení prezentovať","/docs/learningpathways/v4/sk-sk/assets.json;45b3af18-fecf-4dec-9e48-59e4548d1e2f;Title
"
"Word for the web: Cool things in Word for the web","Word pre web: Skvelé veci vo Worde pre web","/docs/learningpathways/v4/sk-sk/assets.json;47069cbb-0d61-4bf3-82bb-f2c70e63b337;Title
"
"Excel for the web: Get to know Excel for the web","Excel pre web: Zoznámte sa s Excelom pre web","/docs/learningpathways/v4/sk-sk/assets.json;4d39f76b-ee15-4029-8a4c-fa7d14f0c80f;Title
"
"Office for the Web: Find it with Search","Office pre web: Vyhľadanie pomocou vyhľadávania","/docs/learningpathways/v4/sk-sk/assets.json;4f23fd44-75b2-4e03-8cf7-f69b0abaf629;Title
"
"PowerPoint for the web: Animations and transitions","PowerPoint pre web: Animácie a prechody","/docs/learningpathways/v4/sk-sk/assets.json;5b424d93-175c-4e36-8331-56af9125a551;Title
"
"Excel for the web: Paint a picture with Conditional Formatting","Excel pre web: Maľovanie obrázka pomocou podmieneného formátovania","/docs/learningpathways/v4/sk-sk/assets.json;6f208b1e-32a8-4cb3-9966-6bf5d04d6a52;Title
"
"Office for the web: Secure your docs only to specific people","Office pre web: Zabezpečte dokumenty len pre konkrétnych ľudí","/docs/learningpathways/v4/sk-sk/assets.json;73c7be2f-cab5-4870-8bf6-4645c855862a;Title
"
"Office for the web: Recommended files","Office pre web: Odporúčané súbory","/docs/learningpathways/v4/sk-sk/assets.json;8f2d5696-581b-4ca8-804d-022cfc2aef22;Title
"
"Office for the Web: Get back to your work","Office pre web: Vráťte sa do práce","/docs/learningpathways/v4/sk-sk/assets.json;9ee15b3a-3003-4706-b7b1-456688c999f0;Title
"
"Word for the web: Get to know Word for the web","Word pre web: Zoznámte sa s Wordom pre web","/docs/learningpathways/v4/sk-sk/assets.json;a213fd6b-a510-47f3-b39f-b9795f35b5f4;Title
"
"Office for the Web: Get started","Office pre web: Začíname","/docs/learningpathways/v4/sk-sk/assets.json;a544ec77-ffa8-47de-9e8d-de57a02bb5a5;Title
"
"Office for the web: Create a shareable link","Office pre web: Vytvorenie zdieľateľného prepojenia","/docs/learningpathways/v4/sk-sk/assets.json;af7f28a8-a3c0-4513-9580-661b0395c10a;Title
"
"Word for the web: Change document layout","Word pre web: Zmena rozloženia dokumentu","/docs/learningpathways/v4/sk-sk/assets.json;b2daf0a6-080f-4844-9d0f-6f171eb72d4e;Title
"
"Office for the web: Share with someone outside your organization","Office pre web: Zdieľanie s niekým mimo vašej organizácie","/docs/learningpathways/v4/sk-sk/assets.json;b55517cc-a4f4-405b-b46f-977f39a91e3c;Title
"
"Excel for the web: Save time with Flash Fill","Excel pre web: Ušetrite čas pomocou funkcie Flash Fill","/docs/learningpathways/v4/sk-sk/assets.json;b65ec000-8e8e-47c6-b05c-d2763fe95d42;Title
"
"PowerPoint for the web: Create a presentation with others","PowerPoint pre web: Vytvorenie prezentácie s ostatnými","/docs/learningpathways/v4/sk-sk/assets.json;bf8f12d4-3c64-4e52-9b08-a55c3d903e86;Title
"
"Word for the web: Collaborate online","Word pre web: Spolupráca online","/docs/learningpathways/v4/sk-sk/assets.json;ca68be6a-3798-461a-8247-3350b33cc952;Title
"
"Outlook for the Web: Get to know Outlook for the Web","Outlook pre web: Zoznámte sa s Outlookom pre web","/docs/learningpathways/v4/sk-sk/assets.json;cdc69020-376d-4e05-bbe6-2457ad9be8e9;Title
"
"Excel for the web: Collaborate","Excel pre web: Spolupráca","/docs/learningpathways/v4/sk-sk/assets.json;d1233064-273d-4d58-a955-686688f4b529;Title
"
"Outlook for the web: Create a signature and automatic reply","Outlook pre web: Vytvorenie podpisu a automatickej odpovede","/docs/learningpathways/v4/sk-sk/assets.json;d360bf65-a55d-482b-889c-2add6da96df9;Title
"
"Excel for the web: Create formulas","Excel pre web: Vytvorenie vzorcov","/docs/learningpathways/v4/sk-sk/assets.json;e33f0fd2-f936-4c5b-a0c6-552da24fe00e;Title
"
"Outlook for the web: Create and reply to email","Outlook pre web: Vytvorenie a odpovedanie na e-mail","/docs/learningpathways/v4/sk-sk/assets.json;e51e4a78-5643-4168-8aec-57c0f22f5a51;Title
"
"Word for the web: Transcribe your recordings","Word pre web: Prepisujte svoje nahrávky","/docs/learningpathways/v4/sk-sk/assets.json;e76571ce-494d-4119-b2d8-6a61272527db;Title
"
"Word for the web: Insert tables and pictures","Word pre web: Vloženie tabuliek a obrázkov","/docs/learningpathways/v4/sk-sk/assets.json;fed4f1d2-92ed-4539-bbbf-b588ddab62aa;Title
"
"Get to know database objects","Zoznámte sa s databázovými objektmi","/docs/learningpathways/v4/sk-sk/assets.json;0bae7caf-91f5-4e6b-94b2-51a92ee47af3;Title
"
"Create queries with more than one data source","Vytvorenie dotazov s viac ako jedným zdrojom údajov","/docs/learningpathways/v4/sk-sk/assets.json;12937bbc-741d-4339-8679-5550e3637f6b;Title
"
"Add a primary key","Pridanie primárneho kľúča","/docs/learningpathways/v4/sk-sk/assets.json;13fc1446-e0a1-492d-b1c1-eb998d9fc422;Title
"
"Link to shared data","Prepojenie na zdieľané údaje","/docs/learningpathways/v4/sk-sk/assets.json;34c65746-a294-4537-9e98-5169f7785618;Title
"
"Get started with table relationships","Začíname so vzťahmi tabuliek","/docs/learningpathways/v4/sk-sk/assets.json;462b1bf8-d12f-423a-aa30-17c1f2379fd8;Title
"
"Create queries with outer joins","Vytváranie dotazov s vonkajšími spojeniami","/docs/learningpathways/v4/sk-sk/assets.json;5f413535-d1c5-41c7-87db-96cef022babc;Title
"
"Create basic queries","Vytvorenie základných dotazov","/docs/learningpathways/v4/sk-sk/assets.json;61e130fd-4dff-42d7-b92b-bfb54cdf2e4f;Title
"
"Get started with queries","Začíname s dotazmi","/docs/learningpathways/v4/sk-sk/assets.json;63fe3cf2-32ee-42c2-960d-a0d54c093833;Title
"
"Create relationships with the Lookup Wizard","Vytvorenie vzťahov so Sprievodcom vyhľadávaním","/docs/learningpathways/v4/sk-sk/assets.json;6520c707-a605-4b88-aab0-2edc03112ecf;Title
"
"Combine fields using the Calculated data type","Kombinovanie polí pomocou typu Vypočítaných údajov","/docs/learningpathways/v4/sk-sk/assets.json;660be5b5-c859-405e-81e6-b486f753792c;Title
"
"Create basic reports","Vytvorenie základných zostáv","/docs/learningpathways/v4/sk-sk/assets.json;669bd71c-95e9-4adb-abb9-e04a4cfc5117;Title
"
"Create an Access web app","Vytvorenie webovej aplikácie Accessu","/docs/learningpathways/v4/sk-sk/assets.json;6bbb5916-3c01-44a4-8574-39c1ddcde62e;Title
"
"Get started with databases","Začíname s databázami","/docs/learningpathways/v4/sk-sk/assets.json;6c208bb8-91a3-4f7a-97fe-c83ddc1244de;Title
"
"Create relationships with the Relationships Pane","Vytvorenie vzťahov s tablou Vzťahy","/docs/learningpathways/v4/sk-sk/assets.json;710dde6d-b6fd-4ee5-9162-1fcfbd53c461;Title
"
"Create a bar chart","Vytvorenie pruhového grafu","/docs/learningpathways/v4/sk-sk/assets.json;78d7d388-413e-4786-9d35-511f11e94632;Title
"
"Create a combo chart","Vytvorenie rozbaľovacieho grafu","/docs/learningpathways/v4/sk-sk/assets.json;7aa79418-2aaa-44d4-a753-b603e5c987cc;Title
"
"Backup your database","Zálohovanie databázy","/docs/learningpathways/v4/sk-sk/assets.json;7c563fdf-dce4-4cf8-86f7-dcca482864b6;Title
"
"Build tables and set data types","Vytváranie tabuliek a nastavenie typov údajov","/docs/learningpathways/v4/sk-sk/assets.json;7dfc2f4c-688c-4f97-824a-7d0bae14c3eb;Title
"
"Create a pie chart","Vytvorenie koláčového grafu","/docs/learningpathways/v4/sk-sk/assets.json;7ea922fd-de6c-4e4e-8135-9319606d2658;Title
"
"Back up databases","Zálohovanie databáz","/docs/learningpathways/v4/sk-sk/assets.json;848ed60a-1e2b-4c7e-835f-be3eb5441996;Title
"
"Create a column chart","Vytvorenie stĺpcového grafu","/docs/learningpathways/v4/sk-sk/assets.json;8e37a32f-561a-4a93-86a9-d580893f4a3d;Title
"
"Create one-to-one relationships","Vytvorenie vzťahov medzi 1 a 1","/docs/learningpathways/v4/sk-sk/assets.json;927577a1-b6db-46e7-a6ff-74af8e6aacd4;Title
"
"Create many-to-many relationships","Vytváranie vzťahov medzi mnohými","/docs/learningpathways/v4/sk-sk/assets.json;a04334bb-8f43-4ed1-9ed2-84154ae4b300;Title
"
"Copy data from Excel","Kopírovanie údajov z Excelu","/docs/learningpathways/v4/sk-sk/assets.json;a6f00d1d-e001-4b46-9d7c-4f8dce0b3f45;Title
"
"What is Access","Čo je prístup","/docs/learningpathways/v4/sk-sk/assets.json;ab834695-6093-4e1f-9d95-db4622f14677;Title
"
"Create a database","Vytvorenie databázy","/docs/learningpathways/v4/sk-sk/assets.json;bb3a899a-3c49-4bfb-9cbc-b6eecd592b90;Title
"
"Query unrelated data sources","Dotaz nesúvisiace zdroje údajov","/docs/learningpathways/v4/sk-sk/assets.json;c2818898-8a03-45c0-a407-17e93255e72e;Title
"
"Create navigation forms","Vytvorenie navigačných formulárov","/docs/learningpathways/v4/sk-sk/assets.json;ccc251c7-e5ce-4c57-a9d0-323d290f27fe;Title
"
"Create a query, form, or report in Access","Vytvorenie dotazu, formulára alebo zostavy v Accesse","/docs/learningpathways/v4/sk-sk/assets.json;e1948cff-6bcd-4b08-a1f0-89e587a36770;Title
"
"Modify and print reports","Úprava a tlač zostáv","/docs/learningpathways/v4/sk-sk/assets.json;e4059fd5-20d1-4ff5-a758-8ea3c2ce8c75;Title
"
"Create a line chart","Vytvorenie čiarového grafu","/docs/learningpathways/v4/sk-sk/assets.json;e93da2b2-36e7-4ddd-acd5-843d9e199495;Title
"
"Create an Access desktop database","Vytvorenie počítačovej databázy Accessu","/docs/learningpathways/v4/sk-sk/assets.json;f3c24ddc-6434-4c4a-a9bf-52acc9168b29;Title
"
"Integrate Yammer","Integrácia Yammera","/docs/learningpathways/v4/sk-sk/assets.json;175d913b-386d-4fa7-933b-b9b7ff8f4b4e;Title
"
"What is Yammer?","Čo je Yammer?","/docs/learningpathways/v4/sk-sk/assets.json;1b0f3b3e-89ee-4b66-aac5-30def12f287c;Title
/docs/learningpathways/v4/sk-sk/assets.json;47526868-b136-40cc-a80d-c870eadd9ba5;Title
/docs/learningpathways/v4/sk-sk/assets.json;ffc1d9c2-7513-4e64-a7c6-d901ed9c0cfe;Title
/docs/sss/v4/sk-sk/assets.json;ec77aaec-df07-4b28-983d-c7d1789fa537;Title
"
"Set notifications","Nastavenie oznámení","/docs/learningpathways/v4/sk-sk/assets.json;1d226bfb-b0d2-40f1-a359-a7aea2128f05;Title
"
"Sign in and edit your profile","Prihláste sa a upravte svoj profil","/docs/learningpathways/v4/sk-sk/assets.json;1f8d78ef-c222-44c3-a268-b9901eeacc40;Title
"
"Post an update and attach files","Uverejňovanie aktualizácie a priloženie súborov","/docs/learningpathways/v4/sk-sk/assets.json;2d7896c0-89aa-4550-bd97-5b6e5144933b;Title
"
"Like, reply to, and share posts","Páči sa mi, odpovedzte a zdieľajte príspevky","/docs/learningpathways/v4/sk-sk/assets.json;4531b9d6-6e8e-4bae-b1b6-0cc1895e10e7;Title
"
"Join a community","Pridajte sa ku komunite","/docs/learningpathways/v4/sk-sk/assets.json;52db606b-2f29-4a9a-8cbb-b43bf2a27d2e;Title
"
"Edit notifications and receive announcements","Úprava upozornení a prijímanie oznámení","/docs/learningpathways/v4/sk-sk/assets.json;53e74097-c1fc-4098-a8ad-cf40b8e02e6c;Title
"
"Create a community for a use case","Vytvorenie komunity pre prípad použitia","/docs/learningpathways/v4/sk-sk/assets.json;7f0cf5d8-1f9d-48d2-a83c-d777578fa4a0;Title
"
"Educate users","Vzdelávať používateľov","/docs/learningpathways/v4/sk-sk/assets.json;83237bfc-517a-492c-8fff-ae369a1f6fc8;Title
