"OriginalEnglish","Translation","Locations"
"Create and share files in a library","Crearea și partajarea fișierelor într-o bibliotecă","/docs/learningpathways/v4/ro-ro/assets.json;98cb2ff2-c27e-42ea-b055-c2d895f8a5de;Title
"
"Create a page","Crearea unei pagini","/docs/learningpathways/v4/ro-ro/assets.json;bc2c99a9-0e40-4eb0-b0e9-4979500c39ed;Title
"
"What is SharePoint?","Ce este SharePoint?","/docs/learningpathways/v4/ro-ro/assets.json;c17b6824-cc22-478f-8757-497cc6b57121;Title
"
"What is SharePoint Online?","Ce este SharePoint Online?","/docs/learningpathways/v4/ro-ro/assets.json;de53b8f0-f5ab-4fb5-aa46-ba6279ded622;Title
"
"Restore a shared library","Restaurarea unei biblioteci partajate","/docs/learningpathways/v4/ro-ro/assets.json;f4372eb3-df5b-4a30-ad39-32451c5bcb6f;Title
"
"Tips for Teams meetings","Sfaturi pentru întâlnirile Teams","/docs/learningpathways/v4/ro-ro/assets.json;006f78bc-67ce-465a-af1c-483534cdb011;Title
"
"Manage a Shifts schedule","Gestionarea unei programări Shifts","/docs/learningpathways/v4/ro-ro/assets.json;0369eb90-79d0-44c2-95c0-dd7a1ef495cd;Title
"
"What is Microsoft Teams?","Ce este Microsoft Teams?","/docs/learningpathways/v4/ro-ro/assets.json;062f6252-5feb-4b80-a197-d9dd383aa31c;Title
/docs/learningpathways/v4/ro-ro/assets.json;422bf3aa-9ae8-46f1-83a2-e65720e1a34d;Title
"
"What is Approvals?","Ce este aprobările?","/docs/learningpathways/v4/ro-ro/assets.json;079cd574-3e04-4dc1-bcc1-6d0797970723;Title
"
"Use apps","Utilizarea aplicațiilor","/docs/learningpathways/v4/ro-ro/assets.json;089ff1b2-6cd7-4e86-ab50-a4390b4bcb21;Title
"
"Make calls","Efectuarea de apeluri","/docs/learningpathways/v4/ro-ro/assets.json;0a27994b-4d5d-4ac1-a40d-83b72edca946;Title
"
"Meet in a channel","Întâlniți-vă într-un canal","/docs/learningpathways/v4/ro-ro/assets.json;0d231dd0-3e6a-4a7c-a384-04ac44e80807;Title
"
"Create an approval from a chat","Crearea unei aprobări dintr-un chat","/docs/learningpathways/v4/ro-ro/assets.json;0da0c87d-ea04-41fe-bf2a-dbae4d98e185;Title
"
"Organize your teams list","Organizarea listei de echipe","/docs/learningpathways/v4/ro-ro/assets.json;0db2a152-ac66-48cf-aa24-0eca94bf6c79;Title
"
"Get your team up and running","Puneți-vă echipa în funcțiune","/docs/learningpathways/v4/ro-ro/assets.json;0dd16bbf-febf-4de4-95d4-853772ea3809;Title
/docs/learningpathways/v4/ro-ro/assets.json;702a2977-e662-4038-bef5-bdf8ee47b17b;Title
/docs/learningpathways/v4/ro-ro/assets.json;d20b058b-bed7-47e5-8335-5f897bd1a091;Title
"
"Use the command box","Utilizarea casetei de comandă","/docs/learningpathways/v4/ro-ro/assets.json;13c4e429-7324-4886-b377-5dbed539193b;Title
/docs/learningpathways/v4/ro-ro/assets.json;94d98315-06e7-454c-819d-d5991408bb04;Title
"
"Work with external guests","Lucrul cu oaspeții externi","/docs/learningpathways/v4/ro-ro/assets.json;180ed260-d3ef-4247-9f24-1984fc76d5f0;Title
"
"Set up a delegate to take your calls","Configurarea unui delegat pentru a prelua apelurile","/docs/learningpathways/v4/ro-ro/assets.json;1f8eecb7-0714-4147-abfa-07dcc14c21d6;Title
"
"Get attention with @mentions","Atrageți atenția cu @mentions","/docs/learningpathways/v4/ro-ro/assets.json;206edfa2-2978-4b03-9eec-4d06f33de166;Title
"
"Move around during a Teams meeting","Deplasarea în timpul unei întâlniri Teams","/docs/learningpathways/v4/ro-ro/assets.json;22c40436-db14-4863-93c6-aa9a51134edd;Title
"
"Create and format a post","Crearea și formatarea unei postări","/docs/learningpathways/v4/ro-ro/assets.json;238176cf-6428-4ca9-8181-7f7c0fe6ff48;Title
/docs/learningpathways/v4/ro-ro/assets.json;fc6a571a-6b06-4a2d-bda6-ef62b89a31d7;Title
"
"Create and use private channels","Crearea și utilizarea canalelor private","/docs/learningpathways/v4/ro-ro/assets.json;2766a75b-342a-4ed9-810d-f3c0f06c3207;Title
"
"Activity feed on the go","Fluxul de activități din mers","/docs/learningpathways/v4/ro-ro/assets.json;2de922ed-16a4-4685-ae62-6887859a9ff3;Title
"
"Save a post or a message","Salvarea unei postări sau a unui mesaj","/docs/learningpathways/v4/ro-ro/assets.json;2f13be6f-3968-4e5c-b020-9532db7b3a18;Title
"
"Create a channel on the go","Creează un canal din mers","/docs/learningpathways/v4/ro-ro/assets.json;32525960-bb69-4c94-a0be-cb6551fafc05;Title
"
"Show your screen during a meeting","Afișarea ecranului în timpul unei întâlniri","/docs/learningpathways/v4/ro-ro/assets.json;37566690-8652-4eac-abed-bfe6de084828;Title
"
"Add tabs to teams","Adăugarea filelor la echipe","/docs/learningpathways/v4/ro-ro/assets.json;37d98b29-08fb-4b8e-ab97-b129a0e9966d;Title
"
"Upload and share files","Încărcarea și partajarea fișierelor","/docs/learningpathways/v4/ro-ro/assets.json;3993d9e5-06b3-4654-9e8f-9d2de79d2f8e;Title
/docs/learningpathways/v4/ro-ro/assets.json;d46890d8-e8bf-4642-97cd-6379b0c7dddd;Title
"
"Start and pin chats","Începeți și fixați conversațiile","/docs/learningpathways/v4/ro-ro/assets.json;3ba7bca7-2b2a-4df4-8ccc-5a772eae1d83;Title
/docs/learningpathways/v4/ro-ro/assets.json;7843f46f-a3ad-4dd9-9430-867e6362e590;Title
/docs/learningpathways/v4/ro-ro/assets.json;4e8f8cce-c4b3-49c6-92d8-1ae2a7ebeea2;Title
"
"What is Shifts?","Ce este Shifts?","/docs/learningpathways/v4/ro-ro/assets.json;43e3e7df-9e45-4521-bbec-e0be6c812ffb;Title
"
"Turn a file into a tab","Transformarea unui fișier într-o filă","/docs/learningpathways/v4/ro-ro/assets.json;4c0ef9a7-0c3e-4a95-aaea-f52f2f81ecbc;Title
"
"Start a chat on the go","Începeți un chat din mers","/docs/learningpathways/v4/ro-ro/assets.json;5ba5b778-d656-45b1-91cc-6e9abebe767e;Title
"
"Sign in and get started","Conectați-vă și începeți","/docs/learningpathways/v4/ro-ro/assets.json;6723dc43-dbc0-46e6-af49-8a2d1c5cb937;Title
"
"Join a meeting on the go","Asocierea la o întâlnire în deplasare","/docs/learningpathways/v4/ro-ro/assets.json;67e02503-fb3d-4c38-938e-570a04231155;Title
"
"Plan and schedule a live event","Planificarea și programarea unui eveniment live","/docs/learningpathways/v4/ro-ro/assets.json;6dc89bcf-9420-4820-ac10-e1c13d2b2e68;Title
"
"Join a Teams meeting","Asocierea la o întâlnire Teams","/docs/learningpathways/v4/ro-ro/assets.json;6dd4a6fd-d88f-4baf-b08e-06755a680926;Title
/docs/learningpathways/v4/ro-ro/assets.json;920382b4-2cca-40f1-ac20-05afed2005bd;Title
/docs/learningpathways/v4/ro-ro/assets.json;a76fef68-d80d-4e30-88e6-9c85d6e4795a;Title
"
"Hide chats, delete messages","Ascunderea chaturilor, ștergerea mesajelor","/docs/learningpathways/v4/ro-ro/assets.json;712ef898-a27e-42fa-a9c1-bfd0733bae97;Title
"
"Manage meetings","Gestionarea întâlnirilor","/docs/learningpathways/v4/ro-ro/assets.json;7237da86-9409-40e1-9b05-fc3eba33404c;Title
/docs/learningpathways/v4/ro-ro/assets.json;d3cc8fad-9655-4f2d-b8f5-197a1b3951a1;Title
"
"Manage notifications on the go","Gestionați notificările din mers","/docs/learningpathways/v4/ro-ro/assets.json;75734507-da8d-4ff1-a541-9136a825581b;Title
"
"Work in channels","Lucrul în canale","/docs/learningpathways/v4/ro-ro/assets.json;77d55b36-b274-4fee-acbe-978ccf14c7e6;Title
/docs/learningpathways/v4/ro-ro/assets.json;99d33aaa-0743-47c6-a476-eb0a24abcb7e;Title
/docs/learningpathways/v4/ro-ro/assets.json;abec0934-ca9d-4920-b4c6-75d4042afea8;Title
"
"Welcome to Teams","Bun venit la Teams","/docs/learningpathways/v4/ro-ro/assets.json;780da5c0-55b6-49cc-bc30-a4084d0bfcc0;Title
"
"Create instant meetings with Meet now","Creează întâlniri instant cu Meet now","/docs/learningpathways/v4/ro-ro/assets.json;7eb9c719-9452-4a9a-b3b6-69f48149ba1c;Title
"
"Filter your activity feed","Filtrarea fluxului de activități","/docs/learningpathways/v4/ro-ro/assets.json;84be203b-a15b-4035-ae34-364440b70026;Title
"
"Walkie Talkie","Walkie Talkie","/docs/learningpathways/v4/ro-ro/assets.json;891f92f0-7014-4d6d-b888-9ccfe2d25fa5;Title
"
"Go-to guide for team owners","Ghid de pornire pentru proprietarii de echipe","/docs/learningpathways/v4/ro-ro/assets.json;92d238e6-0ae2-447e-af90-40b1052c4547;Title
"
"Show and hide channels","Afișarea și ascunderea canalelor","/docs/learningpathways/v4/ro-ro/assets.json;a6041b90-0805-4140-b8ae-1ee3805908d7;Title
"
"Use the Tasks app in Teams","Utilizarea aplicației Activități în Teams","/docs/learningpathways/v4/ro-ro/assets.json;a78606bb-a15f-4f3e-8892-63f735cc1f6a;Title
/docs/learningpathways/v4/ro-ro/assets.json;362a1ec7-06ca-40df-bf68-a9edd830683e;Title
"
"Post a message to multiple channels","Postarea unui mesaj pe mai multe canale","/docs/learningpathways/v4/ro-ro/assets.json;a8073654-eb8d-44ca-a7ae-1287b32d599d;Title
"
"Start chats and make calls","Începeți conversațiile și efectuați apeluri","/docs/learningpathways/v4/ro-ro/assets.json;afe89455-43ed-47b9-af79-a82a374ba0bd;Title
"
"Show PowerPoint slides","Afișarea diapozitivelor PowerPoint","/docs/learningpathways/v4/ro-ro/assets.json;b33ae7a4-e14b-4e46-9440-94bfed214415;Title
"
"Welcome to Microsoft Teams","Bun venit la Microsoft Teams","/docs/learningpathways/v4/ro-ro/assets.json;b98d533f-118e-4bae-bf44-3df2470c2b12;Title
/docs/learningpathways/v4/ro-ro/assets.json;aa92f575-ab19-4db1-b201-d5cddf6f9052;Title
"
"Schedule meetings","Programarea întâlnirilor","/docs/learningpathways/v4/ro-ro/assets.json;b99bbb59-0e61-4a57-a01e-72f95ae8b815;Title
"
"Create a Shifts schedule","Crearea unei programări Shifts","/docs/learningpathways/v4/ro-ro/assets.json;b9c56f09-1b13-406f-841c-656fdf251942;Title
"
"Overview of teams and channels","Prezentare generală a echipelor și canalelor","/docs/learningpathways/v4/ro-ro/assets.json;c3d63c10-77d5-4204-a566-53ddcf723b46;Title
/docs/learningpathways/v4/ro-ro/assets.json;ae20005a-012d-4197-baf5-aab5bc0a66ea;Title
"
"Shifts for Firstline workers","Schimburi pentru lucrătorii firstline","/docs/learningpathways/v4/ro-ro/assets.json;c5714c3b-f123-4c9c-9d5d-0d13e6581559;Title
"
"Moderating a Q&A","Moderarea unui Q&A","/docs/learningpathways/v4/ro-ro/assets.json;d1a88b4b-f6d4-47da-a28a-196857b5325b;Title
"
"Create a plan with Planner","Crearea unui plan cu Planner","/docs/learningpathways/v4/ro-ro/assets.json;d6b86155-c9a5-4c35-a009-67f74ffe0c69;Title
"
"Chat and share files","Discutați și partajați fișiere","/docs/learningpathways/v4/ro-ro/assets.json;d7978db0-33b5-4ad3-93ac-ef0bd3c2a670;Title
"
"Find and filter files","Găsirea și filtrarea fișierelor","/docs/learningpathways/v4/ro-ro/assets.json;dca01f0e-7335-4c6f-8dd1-d419870e3239;Title
"
"Attend a live event","Participați la un eveniment live","/docs/learningpathways/v4/ro-ro/assets.json;e0b8a354-3070-4bc6-9923-ef747c8fa9a5;Title
"
"Create an e-sign approval","Crearea unei aprobări pentru semnul electronic","/docs/learningpathways/v4/ro-ro/assets.json;e94cd617-b48e-433c-94c3-7f944a3a8579;Title
"
"Produce a live event","Produce un eveniment live","/docs/learningpathways/v4/ro-ro/assets.json;ee60b41d-4137-4a5e-abfc-35c405006aed;Title
"
"Manage notification settings","Gestionarea setărilor de notificare","/docs/learningpathways/v4/ro-ro/assets.json;f44bd700-38dc-4838-87af-a6e6c3fe3998;Title
"
"Work on a file together","Lucrul la un fișier împreună","/docs/learningpathways/v4/ro-ro/assets.json;f5275f98-7ee6-40e1-8c6e-5dc452df128b;Title
"
"Tip: Send email to a channel","Sfat: Trimiteți e-mailuri la un canal","/docs/learningpathways/v4/ro-ro/assets.json;f581aeaf-cc73-4dce-8a7b-12ecce5e7fdf;Title
"
"Shifts for managers","Schimburi pentru manageri","/docs/learningpathways/v4/ro-ro/assets.json;faa8d7d6-3635-459e-a1bb-925c94a7fa59;Title
"
"Create an approval","Crearea unei aprobări","/docs/learningpathways/v4/ro-ro/assets.json;fc8da528-2cbd-4079-accd-8435ab70cabd;Title
"
"Import contacts","Importul persoanelor de contact","/docs/learningpathways/v4/ro-ro/assets.json;003be9d3-ccf7-4eea-be34-9501f6b38fbc;Title
"
"Organize email by using folders","Organizarea e-mailului utilizând folderele","/docs/learningpathways/v4/ro-ro/assets.json;0616c259-4bc1-4f35-807d-61eb59ac79c1;Title
"
"What is Outlook","Ce este Outlook","/docs/learningpathways/v4/ro-ro/assets.json;10f1fa35-f33a-4cb7-838c-a7f3e6228b20;Title
"
"Search for calendar items","Căutarea elementelor de calendar","/docs/learningpathways/v4/ro-ro/assets.json;11f6c52d-9a72-4bfb-9cd2-c1857156dc5b;Title
"
"Add a contact","Adăugarea unei persoane de contact","/docs/learningpathways/v4/ro-ro/assets.json;1ef8f35b-04be-4bd0-ac9c-6d6a146887ce;Title
"
"Ignore conversations","Ignorarea conversațiilor","/docs/learningpathways/v4/ro-ro/assets.json;2a065b67-f991-4d22-9fb6-5d3160acd23b;Title
"
"Clean up your inbox","Curățarea inboxului","/docs/learningpathways/v4/ro-ro/assets.json;2fb652e5-b387-4147-9fff-25f2e32dfda9;Title
"
"Share your calendar","Partajarea calendarului","/docs/learningpathways/v4/ro-ro/assets.json;2fcf4f4f-8d46-4d8b-ae79-5d94549e531b;Title
"
"Create an email signature","Crearea unei semnături de e-mail","/docs/learningpathways/v4/ro-ro/assets.json;31fb24f9-e698-4789-b92a-f0e777f774ca;Title
"
"Search and filter email","Căutarea și filtrarea mesajelor de e-mail","/docs/learningpathways/v4/ro-ro/assets.json;3e32b06d-a2d9-4a66-922f-78b77c41b97f;Title
"
"Create a contact group","Crearea unui grup de persoane de contact","/docs/learningpathways/v4/ro-ro/assets.json;3f73d218-52d6-4f88-a733-9ff37073ee4c;Title
"
"Set up Gmail accounts","Configurarea conturilor Gmail","/docs/learningpathways/v4/ro-ro/assets.json;46274497-95ea-4a7d-9651-d246aa63eb5e;Title
"
"Schedule an online meeting","Programarea unei întâlniri online","/docs/learningpathways/v4/ro-ro/assets.json;4b87e762-c56b-4bcf-8b56-95fd8b6d241b;Title
"
"Use calendar categories and reminders","Utilizarea categoriilor de calendare și a mementourilor","/docs/learningpathways/v4/ro-ro/assets.json;59230c47-6fe9-46bd-8646-e1118e9eb973;Title
"
"Manage calendar and contacts","Gestionarea calendarului și a persoanelor de contact","/docs/learningpathways/v4/ro-ro/assets.json;631a182a-21e0-4e41-8fa2-0d83e55da02d;Title
"
"Create tasks and a to-do list","Crearea activităților și a unei liste de activități de făcut","/docs/learningpathways/v4/ro-ro/assets.json;6de6ee52-751b-4405-b389-850572b15306;Title
"
"Create appointments and meetings","Crearea rezervărilor și întâlnirilor","/docs/learningpathways/v4/ro-ro/assets.json;6e6ddec6-5983-4c42-9652-b99e120206fb;Title
"
"Welcome to your calendar","Bun venit în calendar","/docs/learningpathways/v4/ro-ro/assets.json;6fb9225d-9f9d-456d-8c81-8437bfcd3ebf;Title
"
"How to set up rules","Cum se configurează regulile","/docs/learningpathways/v4/ro-ro/assets.json;75ab719a-2ce8-49a7-a214-6d62b67cbd41;Title
"
"Add an Outlook.com or Microsoft 365 account","Adăugarea unui cont Outlook.com sau Microsoft 365","/docs/learningpathways/v4/ro-ro/assets.json;7c031aff-0ceb-435a-ada9-a389cfc8ddca;Title
"
"Retract or replace a sent email","Retragerea sau înlocuirea unui e-mail trimis","/docs/learningpathways/v4/ro-ro/assets.json;8e564127-15a0-4cf6-b974-f2101f5e256e;Title
"
"Import calendars","Importul calendarelor","/docs/learningpathways/v4/ro-ro/assets.json;8e8364e1-400e-4c0f-a573-fe76b5a2d379;Title
"
"Export contacts","Exportul persoanelor de contact","/docs/learningpathways/v4/ro-ro/assets.json;966eb60e-a451-4ade-8025-eead2bfe18ef;Title
"
"Set categories, flags, reminders, or colors","Setarea categoriilor, semnalizărilor, mementourilor sau culorilor","/docs/learningpathways/v4/ro-ro/assets.json;a894348d-b308-4185-840f-aff63063d076;Title
"
"Welcome to your inbox","Bun venit în inbox","/docs/learningpathways/v4/ro-ro/assets.json;c6c261e3-d50a-43a6-816f-35fe1e53acc6;Title
"
"Set-up an automatic reply","Configurarea unui răspuns automat","/docs/learningpathways/v4/ro-ro/assets.json;cc0e480f-973e-4412-a27b-8a52108d6d51;Title
"
"Sending and receiving attachments","Trimiterea și primirea atașărilor","/docs/learningpathways/v4/ro-ro/assets.json;d32cd5ad-c7c5-49df-814d-4c17a5d3beb0;Title
"
"Add an email account","Adăugarea unui cont de e-mail","/docs/learningpathways/v4/ro-ro/assets.json;e9da47c4-9b89-4b49-b945-a204aeea6726;Title
"
"Group or ungroup data in a PivotTable","Gruparea sau anularea grupării datelor într-un raport PivotTable","/docs/learningpathways/v4/ro-ro/assets.json;038055a0-9ba8-4f70-9a00-84bd41a48a3f;Title
"
"Change the column width or row height","Modificarea lățimii coloanei sau a înălțimii rândului","/docs/learningpathways/v4/ro-ro/assets.json;03cbab80-5182-4b3d-b93b-ae199c51b505;Title
"
"Insert or delete rows or columns","Inserarea sau ștergerea rândurilor sau coloanelor","/docs/learningpathways/v4/ro-ro/assets.json;06e7419f-fdea-4f32-bc2b-f73088410881;Title
"
"Calculate the difference between two dates","Calculați diferența dintre două date calendaristice","/docs/learningpathways/v4/ro-ro/assets.json;08a54094-679a-4381-b461-b0627ef8cd09;Title
"
"Save your workbook to OneDrive","Salvarea registrului de lucru în OneDrive","/docs/learningpathways/v4/ro-ro/assets.json;0cf0055d-49f8-464e-9dfa-8f582b32453b;Title
"
"Split data into different columns","Scindarea datelor în coloane diferite","/docs/learningpathways/v4/ro-ro/assets.json;0edb925e-2af7-47fb-895a-28a07d5b73d4;Title
"
"Move or copy cells and cell contents","Mutarea sau copierea celulelor și a conținutului celulelor","/docs/learningpathways/v4/ro-ro/assets.json;0f8afcb1-5cce-45b6-856d-ba3195adaa9e;Title
"
"Find or replace text and numbers on a worksheet","Găsirea sau înlocuirea textului și a numerelor dintr-o foaie de lucru","/docs/learningpathways/v4/ro-ro/assets.json;1123fcbc-f571-45fb-a74a-316f09b3fe29;Title
"
"Analyze and format","Analiza și formatarea","/docs/learningpathways/v4/ro-ro/assets.json;11a632c1-197e-454f-a515-374a4aa2b3dd;Title
"
"Combine text from two or more cells into one cell","Combinarea textului din două sau mai multe celule într-o singură celulă","/docs/learningpathways/v4/ro-ro/assets.json;1246bc29-c113-415d-80ba-7fac257beab2;Title
"
"Tasks for managers","Sarcini pentru manageri","/docs/learningpathways/v4/ro-ro/assets.json;125ebed0-45fb-4b5c-a6c4-fd84dffff334;Title
"
"Use the Field List to arrange fields in a PivotTable","Utilizarea Listei de câmpuri pentru a aranja câmpurile într-un raport PivotTable","/docs/learningpathways/v4/ro-ro/assets.json;1404c8ee-ea47-4e4b-a6a0-9bd694eb8c7d;Title
"
"Display or hide zero values","Afișarea sau ascunderea valorilor zero","/docs/learningpathways/v4/ro-ro/assets.json;14c9018b-5431-43db-b1ea-39dd8c75de96;Title
"
