"OriginalEnglish","Translation","Locations"
"
"Save a presentation as a video","Uložení prezentace jako videa","/docs/learningpathways/v4/cs-cz/assets.json;ba919059-523d-40a8-b99c-08d18996c09d;Title
"
"Add, format, and record video","Přidání, formátování a nahrávání videa","/docs/learningpathways/v4/cs-cz/assets.json;bb7fc99c-71ef-48e3-ac1a-3ebafcd9f3ed;Title
"
"Give a presentation in PowerPoint","Prezentace v PowerPointu","/docs/learningpathways/v4/cs-cz/assets.json;cd828eb0-c18b-42ac-9417-3f62aa501329;Title
"
"Check spelling in your presentation","Kontrola pravopisu v prezentaci","/docs/learningpathways/v4/cs-cz/assets.json;ce655d7b-bc99-4323-be2e-627d3e759528;Title
"
"Add a logo to your slides","Přidání loga na snímky","/docs/learningpathways/v4/cs-cz/assets.json;d3df465b-7564-4eb5-9f31-e9ac854b2d5d;Title
/docs/learningpathways/v4/cs-cz/assets.json;fcedcc77-e229-4519-9e42-58759da72d33;Title
"
"Apply or change a slide layout","Použití nebo změna rozložení snímku","/docs/learningpathways/v4/cs-cz/assets.json;d98e245b-7cd5-4813-a893-70a3dac60971;Title
"
"Add, change, or remove transitions between slides","Přidání, změna nebo odebrání přechodů mezi snímky","/docs/learningpathways/v4/cs-cz/assets.json;e89a076e-ed81-404e-9598-021a918fa1ba;Title
"
"Create a SmartArt graphic","Vytvoření obrázku SmartArt","/docs/learningpathways/v4/cs-cz/assets.json;ed299a87-43e2-4a18-a3ba-cc90c2149e33;Title
"
"Add or delete audio in your PowerPoint presentation","Přidání nebo odstranění zvuku v powerpointové prezentaci","/docs/learningpathways/v4/cs-cz/assets.json;eeac1757-5f20-4379-95f2-0d0cd151d5b8;Title
"
"Morph your slides","Morfujte snímky","/docs/learningpathways/v4/cs-cz/assets.json;efa900e1-3b09-453e-a4c2-ee672c2088f1;Title
"
"Add a hyperlink to a slide","Přidání hypertextového odkazu na snímek","/docs/learningpathways/v4/cs-cz/assets.json;f37e08a-43a8-40fe-a1d3-3adf6c592fa9;Title
"
"Save PowerPoint presentations as PDF files","Ukládání powerpointových prezentací jako souborů PDF","/docs/learningpathways/v4/cs-cz/assets.json;f3d7ab9b-3fb9-4d94-9d60-344d6b4538e9;Title
"
"Share a presentation","Sdílení prezentace","/docs/learningpathways/v4/cs-cz/assets.json;fdcad9ad-4f13-4f5b-9910-12b4108a4c86;Title
"
"Start the presentation and see your notes in Presenter view","Spuštění prezentace a zobrazení poznámek v zobrazení prezentujícího","/docs/learningpathways/v4/cs-cz/assets.json;fe7638e4-76fb-4349-8d81-5eb6679f49d7;Title
"
"Share files and folders","Sdílení souborů a složek","/docs/learningpathways/v4/cs-cz/assets.json;03103cb6-6538-4e92-90c0-567634fb60ef;Title
/docs/learningpathways/v4/cs-cz/assets.json;72f26d6c-bf9e-432c-8b96-e3c2437f5b65;Title
"
"Set up your Android phone or tablet","Nastavení telefonu nebo tabletu Android","/docs/learningpathways/v4/cs-cz/assets.json;03bb3e62-d16f-4658-a632-ed30121560ef;Title
"
"What is OneDrive?","Co je OneDrive?","/docs/learningpathways/v4/cs-cz/assets.json;10f5c3fd-b0f6-40e2-9059-04735ffe01b7;Title
/docs/learningpathways/v4/cs-cz/assets.json;ea9e13b0-d413-4b4e-894d-177d1aee0e4f;Title
"
"OneDrive basics","Základy OneDrivu","/docs/learningpathways/v4/cs-cz/assets.json;110ca7b0-ae3d-4e51-a14c-9d583e2d630c;Title
"
"Sync files with OneDrive Files on Demand","Synchronizace souborů se soubory OneDrivu na vyžádání","/docs/learningpathways/v4/cs-cz/assets.json;1e8032c4-d72b-498c-9d8e-dc69e5adb63c;Title
/docs/learningpathways/v4/cs-cz/assets.json;62e8d748-7877-420f-b600-24b56562aa70;Title
"
"Restore your OneDrive","Obnovení OneDrivu","/docs/learningpathways/v4/cs-cz/assets.json;254ec123-fca9-48e1-ba2b-5e16bab38a6a;Title
"
"Set up OneDrive on your phone or tablet","Nastavení OneDrivu na telefonu nebo tabletu","/docs/learningpathways/v4/cs-cz/assets.json;39723e1d-126a-42cc-8990-1e3c0633d18b;Title
"
"Sync OneDrive files and folders","Synchronizace souborů a složek OneDrivu","/docs/learningpathways/v4/cs-cz/assets.json;3b8246e0-cc3c-4ae7-b4e1-4b4b37d27f68;Title
/docs/learningpathways/v4/cs-cz/assets.json;6b95a532-e655-437b-afef-27bf639f3662;Title
"
"Turn on OneDrive Backup","Zapnutí zálohování na OneDrivu","/docs/learningpathways/v4/cs-cz/assets.json;3cd2e0b9-a2bc-4009-ba4a-88fc1052522f;Title
"
"Use the OneDrive mobile app","Použití mobilní aplikace OneDrive","/docs/learningpathways/v4/cs-cz/assets.json;448d4051-3a43-4d2e-b1d8-de0aa03c069e;Title
/docs/learningpathways/v4/cs-cz/assets.json;d26c1b0d-8047-42bf-9104-f6e9a3576e62;Title
"
"OneDrive Basics","Základy OneDrivu","/docs/learningpathways/v4/cs-cz/assets.json;4fe9c70f-7831-4beb-982e-ac9dc75fbfe6;Title
"
"Upload files and folders","Nahrávání souborů a složek","/docs/learningpathways/v4/cs-cz/assets.json;5bd927ad-d186-495c-93e8-7ca116fe7b83;Title
/docs/learningpathways/v4/cs-cz/assets.json;af839c61-f18f-4ae5-9698-325d3cf14f36;Title
"
"Work on the go","Práce na cestách","/docs/learningpathways/v4/cs-cz/assets.json;8ce30c76-e27b-4e55-9050-082393954213;Title
"
"Stay connected with OneDrive","Zůstaňte ve spojení s OneDrivem","/docs/learningpathways/v4/cs-cz/assets.json;90658d87-ff07-4a6a-9c16-542417af8654;Title
"
"Set up your iPhone or iPad","Nastavení iPhonu nebo iPadu","/docs/learningpathways/v4/cs-cz/assets.json;943c1193-0076-4a85-b07f-a359de11690c;Title
"
"Manage Files","Správa souborů","/docs/learningpathways/v4/cs-cz/assets.json;94c8a731-c774-468e-97a1-5f038bdf330d;Title
"
"Create files and folders","Vytváření souborů a složek","/docs/learningpathways/v4/cs-cz/assets.json;98634873-26f3-48be-9f4a-153235b6633d;Title
/docs/learningpathways/v4/cs-cz/assets.json;e1f59717-2f02-494d-93c6-8ef9613e82ba;Title
"
"What happens when you delete files","Co se stane, když odstraníte soubory","/docs/learningpathways/v4/cs-cz/assets.json;99ade958-5c25-444b-9e1e-f222a8976441;Title
"
"Upload files","Vkládat","/docs/learningpathways/v4/cs-cz/assets.json;a1397e56-61ec-4ed2-9dac-727bf8ac3357;Title
"
"Get Started with OneDrive","Začínáme s OneDrivem","/docs/learningpathways/v4/cs-cz/assets.json;b30da4eb-ddd2-44b6-943b-e6fbfc6b8dde;Title
"
"Delete and restore deleted files","Odstranění a obnovení odstraněných souborů","/docs/learningpathways/v4/cs-cz/assets.json;e28db166-76a0-454b-9f71-c26bde579f70;Title
"
"PowerPoint for the web: Insert pictures, shapes, and more","PowerPoint pro web: Vkládání obrázků, obrazců a dalších","/docs/learningpathways/v4/cs-cz/assets.json;07175043-fa5f-4eca-bb44-c8f13f585ecd;Title
"
"Office for the web: Create new documents","Office pro web: Vytváření nových dokumentů","/docs/learningpathways/v4/cs-cz/assets.json;19ec0716-957a-46df-8b94-acb32832f0ef;Title
"
"Excel for the web: Insert a PivotTable","Excel pro web: Vložení kontingenční tabulky","/docs/learningpathways/v4/cs-cz/assets.json;1b661d1e-c4a6-4613-98b1-b09bb05473c8;Title
"
"PowerPoint for the web: Designing slides","PowerPoint pro web: Navrhování snímků","/docs/learningpathways/v4/cs-cz/assets.json;27adea70-a2e4-4c73-8062-8070588fe6aa;Title
"
"Excel for the web: Get insight with ideas","Excel pro web: Získejte přehled o nápadech","/docs/learningpathways/v4/cs-cz/assets.json;38a368cf-15b6-4ca0-804c-8d0fdc5f3683;Title
"
"PowerPoint for the web: Get to know PowerPoint for the Web","PowerPoint pro web: Seznamte se s PowerPointem pro web","/docs/learningpathways/v4/cs-cz/assets.json;3950c751-2292-47c0-966b-912a2b289b96;Title
"
"PowerPoint for the web: When you're ready to present","PowerPoint pro web: Až budete připraveni prezentovat","/docs/learningpathways/v4/cs-cz/assets.json;45b3af18-fecf-4dec-9e48-59e4548d1e2f;Title
"
"Word for the web: Cool things in Word for the web","Word pro web: Skvělé věci ve Wordu pro web","/docs/learningpathways/v4/cs-cz/assets.json;47069cbb-0d61-4bf3-82bb-f2c70e63b337;Title
"
"Excel for the web: Get to know Excel for the web","Excel pro web: Seznamte se s Excelem pro web","/docs/learningpathways/v4/cs-cz/assets.json;4d39f76b-ee15-4029-8a4c-fa7d14f0c80f;Title
"
"Office for the Web: Find it with Search","Office pro web: Najděte ho pomocí vyhledávání","/docs/learningpathways/v4/cs-cz/assets.json;4f23fd44-75b2-4e03-8cf7-f69b0abaf629;Title
"
"PowerPoint for the web: Animations and transitions","PowerPoint pro web: Animace a přechody","/docs/learningpathways/v4/cs-cz/assets.json;5b424d93-175c-4e36-8331-56af9125a551;Title
"
"Excel for the web: Paint a picture with Conditional Formatting","Excel pro web: Malování obrázku pomocí podmíněného formátování","/docs/learningpathways/v4/cs-cz/assets.json;6f208b1e-32a8-4cb3-9966-6bf5d04d6a52;Title
"
"Office for the web: Secure your docs only to specific people","Office pro web: Zabezpečte dokumenty pouze pro konkrétní lidi.","/docs/learningpathways/v4/cs-cz/assets.json;73c7be2f-cab5-4870-8bf6-4645c855862a;Title
"
"Office for the web: Recommended files","Office pro web: Doporučené soubory","/docs/learningpathways/v4/cs-cz/assets.json;8f2d5696-581b-4ca8-804d-022cfc2aef22;Title
"
"Office for the Web: Get back to your work","Office pro web: Vraťte se ke své práci","/docs/learningpathways/v4/cs-cz/assets.json;9ee15b3a-3003-4706-b7b1-456688c999f0;Title
"
"Word for the web: Get to know Word for the web","Word pro web: Seznamte se s Wordem pro web","/docs/learningpathways/v4/cs-cz/assets.json;a213fd6b-a510-47f3-b39f-b9795f35b5f4;Title
"
"Office for the Web: Get started","Office pro web: Začínáme","/docs/learningpathways/v4/cs-cz/assets.json;a544ec77-ffa8-47de-9e8d-de57a02bb5a5;Title
"
"Office for the web: Create a shareable link","Office pro web: Vytvoření odkazu ke sdílení","/docs/learningpathways/v4/cs-cz/assets.json;af7f28a8-a3c0-4513-9580-661b0395c10a;Title
"
"Word for the web: Change document layout","Word pro web: Změna rozložení dokumentu","/docs/learningpathways/v4/cs-cz/assets.json;b2daf0a6-080f-4844-9d0f-6f171eb72d4e;Title
"
"Office for the web: Share with someone outside your organization","Office pro web: Sdílení s někým mimo vaši organizaci","/docs/learningpathways/v4/cs-cz/assets.json;b55517cc-a4f4-405b-b46f-977f39a91e3c;Title
"
"Excel for the web: Save time with Flash Fill","Excel pro web: Ušetřete čas pomocí flash fill","/docs/learningpathways/v4/cs-cz/assets.json;b65ec000-8e8e-47c6-b05c-d2763fe95d42;Title
"
"PowerPoint for the web: Create a presentation with others","PowerPoint pro web: Vytvoření prezentace s ostatními","/docs/learningpathways/v4/cs-cz/assets.json;bf8f12d4-3c64-4e52-9b08-a55c3d903e86;Title
"
"Word for the web: Collaborate online","Word pro web: Spolupráce online","/docs/learningpathways/v4/cs-cz/assets.json;ca68be6a-3798-461a-8247-3350b33cc952;Title
"
"Outlook for the Web: Get to know Outlook for the Web","Outlook pro web: Seznamte se s Outlookem pro web","/docs/learningpathways/v4/cs-cz/assets.json;cdc69020-376d-4e05-bbe6-2457ad9be8e9;Title
"
"Excel for the web: Collaborate","Excel pro web: Spolupráce","/docs/learningpathways/v4/cs-cz/assets.json;d1233064-273d-4d58-a955-686688f4b529;Title
"
"Outlook for the web: Create a signature and automatic reply","Outlook pro web: Vytvoření podpisu a automatické odpovědi","/docs/learningpathways/v4/cs-cz/assets.json;d360bf65-a55d-482b-889c-2add6da96df9;Title
"
"Excel for the web: Create formulas","Excel pro web: Vytváření vzorců","/docs/learningpathways/v4/cs-cz/assets.json;e33f0fd2-f936-4c5b-a0c6-552da24fe00e;Title
"
"Outlook for the web: Create and reply to email","Outlook pro web: Vytváření e-mailů a odpovídání na ni","/docs/learningpathways/v4/cs-cz/assets.json;e51e4a78-5643-4168-8aec-57c0f22f5a51;Title
"
"Word for the web: Transcribe your recordings","Word pro web: Přepis nahrávek","/docs/learningpathways/v4/cs-cz/assets.json;e76571ce-494d-4119-b2d8-6a61272527db;Title
"
"Word for the web: Insert tables and pictures","Word pro web: Vložení tabulek a obrázků","/docs/learningpathways/v4/cs-cz/assets.json;fed4f1d2-92ed-4539-bbbf-b588ddab62aa;Title
"
"Get to know database objects","Seznamte se s databázovými objekty","/docs/learningpathways/v4/cs-cz/assets.json;0bae7caf-91f5-4e6b-94b2-51a92ee47af3;Title
"
"Create queries with more than one data source","Vytváření dotazů s více než jedním zdrojem dat","/docs/learningpathways/v4/cs-cz/assets.json;12937bbc-741d-4339-8679-5550e3637f6b;Title
"
"Add a primary key","Přidání primárního klíče","/docs/learningpathways/v4/cs-cz/assets.json;13fc1446-e0a1-492d-b1c1-eb998d9fc422;Title
"
"Link to shared data","Odkaz na sdílená data","/docs/learningpathways/v4/cs-cz/assets.json;34c65746-a294-4537-9e98-5169f7785618;Title
"
"Get started with table relationships","Začínáme se vztahy tabulek","/docs/learningpathways/v4/cs-cz/assets.json;462b1bf8-d12f-423a-aa30-17c1f2379fd8;Title
"
"Create queries with outer joins","Vytváření dotazů pomocí vnějších spojení","/docs/learningpathways/v4/cs-cz/assets.json;5f413535-d1c5-41c7-87db-96cef022babc;Title
"
"Create basic queries","Vytváření základních dotazů","/docs/learningpathways/v4/cs-cz/assets.json;61e130fd-4dff-42d7-b92b-bfb54cdf2e4f;Title
"
"Get started with queries","Začínáme s dotazy","/docs/learningpathways/v4/cs-cz/assets.json;63fe3cf2-32ee-42c2-960d-a0d54c093833;Title
"
"Create relationships with the Lookup Wizard","Vytvoření vztahů s Průvodcem vyhledáváním","/docs/learningpathways/v4/cs-cz/assets.json;6520c707-a605-4b88-aab0-2edc03112ecf;Title
"
"Combine fields using the Calculated data type","Kombinování polí pomocí počítaného datového typu","/docs/learningpathways/v4/cs-cz/assets.json;660be5b5-c859-405e-81e6-b486f753792c;Title
"
"Create basic reports","Vytváření základních sestav","/docs/learningpathways/v4/cs-cz/assets.json;669bd71c-95e9-4adb-abb9-e04a4cfc5117;Title
"
"Create an Access web app","Vytvoření webové aplikace pro Access","/docs/learningpathways/v4/cs-cz/assets.json;6bbb5916-3c01-44a4-8574-39c1ddcde62e;Title
"
"Get started with databases","Začínáme s databázemi","/docs/learningpathways/v4/cs-cz/assets.json;6c208bb8-91a3-4f7a-97fe-c83ddc1244de;Title
"
"Create relationships with the Relationships Pane","Vytvoření vztahů s podoknem vztahů","/docs/learningpathways/v4/cs-cz/assets.json;710dde6d-b6fd-4ee5-9162-1fcfbd53c461;Title
"
"Create a bar chart","Vytvoření pruhového grafu","/docs/learningpathways/v4/cs-cz/assets.json;78d7d388-413e-4786-9d35-511f11e94632;Title
"
"Create a combo chart","Vytvoření kombinovaného grafu","/docs/learningpathways/v4/cs-cz/assets.json;7aa79418-2aaa-44d4-a753-b603e5c987cc;Title
"
"Backup your database","Zálohování databáze","/docs/learningpathways/v4/cs-cz/assets.json;7c563fdf-dce4-4cf8-86f7-dcca482864b6;Title
"
"Build tables and set data types","Sestavení tabulek a nastavení datových typů","/docs/learningpathways/v4/cs-cz/assets.json;7dfc2f4c-688c-4f97-824a-7d0bae14c3eb;Title
"
"Create a pie chart","Vytvoření výsečového grafu","/docs/learningpathways/v4/cs-cz/assets.json;7ea922fd-de6c-4e4e-8135-9319606d2658;Title
"
"Back up databases","Zálohování databází","/docs/learningpathways/v4/cs-cz/assets.json;848ed60a-1e2b-4c7e-835f-be3eb5441996;Title
"
"Create a column chart","Vytvoření sloupcového grafu","/docs/learningpathways/v4/cs-cz/assets.json;8e37a32f-561a-4a93-86a9-d580893f4a3d;Title
"
"Create one-to-one relationships","Vytváření vztahů 1:1","/docs/learningpathways/v4/cs-cz/assets.json;927577a1-b6db-46e7-a6ff-74af8e6aacd4;Title
"
"Create many-to-many relationships","Vytvoření relací N:N","/docs/learningpathways/v4/cs-cz/assets.json;a04334bb-8f43-4ed1-9ed2-84154ae4b300;Title
"
"Copy data from Excel","Kopírování dat z Excelu","/docs/learningpathways/v4/cs-cz/assets.json;a6f00d1d-e001-4b46-9d7c-4f8dce0b3f45;Title
"
"What is Access","Co je přístup","/docs/learningpathways/v4/cs-cz/assets.json;ab834695-6093-4e1f-9d95-db4622f14677;Title
"
"Create a database","Vytvoření databáze","/docs/learningpathways/v4/cs-cz/assets.json;bb3a899a-3c49-4bfb-9cbc-b6eecd592b90;Title
"
"Query unrelated data sources","Dotaz na nesouvisející zdroje dat","/docs/learningpathways/v4/cs-cz/assets.json;c2818898-8a03-45c0-a407-17e93255e72e;Title
"
"Create navigation forms","Vytvoření navigačních formulářů","/docs/learningpathways/v4/cs-cz/assets.json;ccc251c7-e5ce-4c57-a9d0-323d290f27fe;Title
"
"Create a query, form, or report in Access","Vytvoření dotazu, formuláře nebo sestavy v Accessu","/docs/learningpathways/v4/cs-cz/assets.json;e1948cff-6bcd-4b08-a1f0-89e587a36770;Title
"
"Modify and print reports","Úprava a tisk sestav","/docs/learningpathways/v4/cs-cz/assets.json;e4059fd5-20d1-4ff5-a758-8ea3c2ce8c75;Title
"
"Create a line chart","Vytvoření spojnicového grafu","/docs/learningpathways/v4/cs-cz/assets.json;e93da2b2-36e7-4ddd-acd5-843d9e199495;Title
"
"Create an Access desktop database","Vytvoření desktopové databáze Accessu","/docs/learningpathways/v4/cs-cz/assets.json;f3c24ddc-6434-4c4a-a9bf-52acc9168b29;Title
"
"Integrate Yammer","Integrace Yammeru","/docs/learningpathways/v4/cs-cz/assets.json;175d913b-386d-4fa7-933b-b9b7ff8f4b4e;Title
"
"What is Yammer?","Co je Yammer?","/docs/learningpathways/v4/cs-cz/assets.json;1b0f3b3e-89ee-4b66-aac5-30def12f287c;Title
/docs/learningpathways/v4/cs-cz/assets.json;47526868-b136-40cc-a80d-c870eadd9ba5;Title
/docs/learningpathways/v4/cs-cz/assets.json;ffc1d9c2-7513-4e64-a7c6-d901ed9c0cfe;Title
/docs/sss/v4/cs-cz/assets.json;ec77aaec-df07-4b28-983d-c7d1789fa537;Title
"
"Set notifications","Nastavení oznámení","/docs/learningpathways/v4/cs-cz/assets.json;1d226bfb-b0d2-40f1-a359-a7aea2128f05;Title
"
"Sign in and edit your profile","Přihlaste se a upravte svůj profil","/docs/learningpathways/v4/cs-cz/assets.json;1f8d78ef-c222-44c3-a268-b9901eeacc40;Title
"
"Post an update and attach files","Zveřejnění aktualizace a připojení souborů","/docs/learningpathways/v4/cs-cz/assets.json;2d7896c0-89aa-4550-bd97-5b6e5144933b;Title
"
"Like, reply to, and share posts","To se mi líbí, odpovídání a sdílení příspěvků","/docs/learningpathways/v4/cs-cz/assets.json;4531b9d6-6e8e-4bae-b1b6-0cc1895e10e7;Title
"
"Join a community","Připojte se ke komunitě","/docs/learningpathways/v4/cs-cz/assets.json;52db606b-2f29-4a9a-8cbb-b43bf2a27d2e;Title
"
"Edit notifications and receive announcements","Úprava oznámení a přijímání oznámení","/docs/learningpathways/v4/cs-cz/assets.json;53e74097-c1fc-4098-a8ad-cf40b8e02e6c;Title
"
"Create a community for a use case","Vytvoření komunity pro případ použití","/docs/learningpathways/v4/cs-cz/assets.json;7f0cf5d8-1f9d-48d2-a83c-d777578fa4a0;Title
"
"Educate users","Vzdělávání uživatelů","/docs/learningpathways/v4/cs-cz/assets.json;83237bfc-517a-492c-8fff-ae369a1f6fc8;Title
"
"Join the conversation","Zapojte se do konverzace","/docs/learningpathways/v4/cs-cz/assets.json;873100a0-0fac-4f93-88f7-1a0945ec93ed;Title
"
"Plan your strategy","Naplánujte si strategii","/docs/learningpathways/v4/cs-cz/assets.json;a19aedab-6dc8-44b1-a8c3-72c38abf18b4;Title
"
"Identify the right use cases","Identifikujte správné případy použití","/docs/learningpathways/v4/cs-cz/assets.json;af6075de-475a-4e8e-9d04-0da4b6014814;Title
